id,city,county,state_code,state,zip_codes,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
5997,Ackley,Hardin County/Franklin County,IA,Iowa,50601,City,42.5517,-93.05227,641,1560,697,42019,6345496,87634,America/Chicago
5998,Ackworth,Warren County,IA,Iowa,50001,City,41.36694,-93.47271,515,86,18,39167,756303,0,America/Chicago
5999,Adair,Adair County/Guthrie County,IA,Iowa,50002,City,41.50015,-94.64295,641,728,406,47583,5692351,43131,America/Chicago
6000,Adel,Dallas County,IA,Iowa,50003,City,41.61443,-94.01745,515,4245,1593,55347,12193513,45774,America/Chicago
6001,Afton,Union County,IA,Iowa,50830,City,41.02749,-94.19801,641,829,390,45068,2555195,0,America/Chicago
6002,Agency,Wapello County,IA,Iowa,52530,City,40.99502,-92.30685,641,641,307,38295,1683184,0,America/Chicago
6003,Ainsworth,Washington County,IA,Iowa,52201,City,41.28891,-91.55238,319,571,205,44886,968090,0,America/Chicago
6004,Akron,Plymouth County,IA,Iowa,51001,City,42.82888,-96.55948,712,1450,585,39345,3204051,0,America/Chicago
6005,Albert City,Buena Vista County,IA,Iowa,50510,City,42.78192,-94.9486,712,688,285,42604,1410863,0,America/Chicago
6006,Albia,Monroe County,IA,Iowa,52531,City,41.02667,-92.80575,641,3829,1629,42762,8252356,0,America/Chicago
6007,Albion,Marshall County,IA,Iowa,50005,City,42.11249,-92.98853,641,476,191,53750,1541417,0,America/Chicago
6008,Alburnett,Linn County,IA,Iowa,52202,City,42.14833,-91.61851,319,695,229,67188,2119208,6646,America/Chicago
6009,Alden,Hardin County,IA,Iowa,50006,City,42.52026,-93.37604,515,764,307,42337,4424406,39849,America/Chicago
6010,Alexander,Franklin County,IA,Iowa,50420,City,42.8058,-93.47659,641,170,86,29167,11054932,0,America/Chicago
6011,Algona,Kossuth County,IA,Iowa,50511,City,43.06997,-94.23302,515,5470,2524,50280,11654201,16085,America/Chicago
6012,Alleman,Polk County,IA,Iowa,50007 50244,City,41.81999,-93.61161,515,443,206,76875,6995552,0,America/Chicago
6013,Allerton,Wayne County,IA,Iowa,50008,City,40.7064,-93.36521,641,495,180,42813,2948535,1619,America/Chicago
6014,Allison,Butler County,IA,Iowa,50602,City,42.75275,-92.79519,319,1029,481,50885,7593442,0,America/Chicago
6015,Alta,Buena Vista County,IA,Iowa,51002,City,42.67359,-95.29055,712,1936,766,52500,2791436,0,America/Chicago
6016,Alta Vista,Chickasaw County,IA,Iowa,50603,City,43.19858,-92.41712,641,261,132,40625,1957220,0,America/Chicago
6017,Alton,Sioux County,IA,Iowa,51003,City,42.98749,-96.01057,712,1264,473,58917,4781013,0,America/Chicago
6018,Altoona,Polk County,IA,Iowa,50009 50035 50317 50327,City,41.64416,-93.46466,515,16984,5843,66730,24219206,0,America/Chicago
6019,Alvord,Lyon County,IA,Iowa,51230,City,43.3422,-96.30114,712,193,79,68125,712754,0,America/Chicago
6020,Amana,Iowa County,IA,Iowa,52203 52204,CDP,41.80001,-91.87073,319,334,172,54886,2917043,0,America/Chicago
6021,Ames,Story County,IA,Iowa,50010 50011 50012 50013 50014,City,42.03471,-93.61994,515,65060,23566,42373,64774194,521634,America/Chicago
6022,Anamosa,Jones County,IA,Iowa,52205,City,42.10834,-91.28516,319,5469,1966,41793,6529612,23963,America/Chicago
6023,Anderson,Fremont County,IA,Iowa,51652,CDP,40.80139,-95.60416,712,12,7,43224,851814,0,America/Chicago
6024,Andover,Clinton County,IA,Iowa,52701,City,41.97919,-90.2518,563,100,35,64375,496217,0,America/Chicago
6025,Andrew,Jackson County,IA,Iowa,52030,City,42.15363,-90.59235,563,422,155,43125,690480,0,America/Chicago
6026,Anita,Cass County,IA,Iowa,50020,City,41.44527,-94.7647,712,956,402,40192,4606516,0,America/Chicago
6027,Ankeny,Polk County,IA,Iowa,50021 50023 50226 50313,City,41.72971,-93.60577,515,56764,19324,75069,76091405,0,America/Chicago
6028,Anthon,Woodbury County,IA,Iowa,51004,City,42.38832,-95.86668,712,569,291,35956,1828415,0,America/Chicago
6029,Aplington,Butler County,IA,Iowa,50604,City,42.58415,-92.88436,319,1079,433,50893,2156758,0,America/Chicago
6030,Arcadia,Carroll County,IA,Iowa,51430,City,42.08721,-95.0461,712,471,207,54338,2549298,0,America/Chicago
6031,Archer,O'Brien County,IA,Iowa,51231,City,43.11526,-95.74585,712,127,50,41250,243141,0,America/Chicago
6032,Aredale,Butler County,IA,Iowa,50605,City,42.83303,-93.00547,641,74,37,27188,2569353,0,America/Chicago
6033,Arion,Crawford County,IA,Iowa,51520 51528,City,41.94916,-95.46361,712,107,51,33281,1229681,0,America/Chicago
6034,Arispe,Union County,IA,Iowa,50830 50831 50861,City,40.94944,-94.21912,641,99,29,37917,1338961,3486,America/Chicago
6035,Arlington,Fayette County,IA,Iowa,50606,City,42.74915,-91.67127,563,410,223,39896,2715152,0,America/Chicago
6036,Armstrong,Emmet County,IA,Iowa,50514,City,43.39607,-94.47831,712,889,403,48603,2267792,0,America/Chicago
6037,Arnolds Park,Dickinson County,IA,Iowa,51331 51351,City,43.37274,-95.12388,712,1234,598,48409,4076176,2069,America/Chicago
6038,Arthur,Ida County,IA,Iowa,51431,City,42.33471,-95.3475,712,204,87,38125,393675,0,America/Chicago
6039,Asbury,Dubuque County,IA,Iowa,52002,City,42.51445,-90.75152,563,5291,1559,86820,8307103,0,America/Chicago
6040,Ashton,Osceola County,IA,Iowa,51232,City,43.31136,-95.79113,712,430,199,43750,2569893,13744,America/Chicago
6041,Aspinwall,Crawford County,IA,Iowa,51432 51455,City,41.91193,-95.13555,712,40,15,40938,460078,0,America/Chicago
6042,Atalissa,Muscatine County,IA,Iowa,52720,City,41.57114,-91.16599,563,306,144,48750,360411,0,America/Chicago
6043,Athelstan,Taylor County,IA,Iowa,50836,CDP,40.57224,-94.5422,641,45,12,37543,336999,0,America/Chicago
6044,Atkins,Benton County,IA,Iowa,52206,City,41.99694,-91.86213,319,1795,636,86250,2829789,0,America/Chicago
6045,Atlantic,Cass County,IA,Iowa,50022,City,41.4036,-95.01388,712,6833,3298,38902,21539909,85504,America/Chicago
6046,Auburn,Sac County,IA,Iowa,51433,City,42.25137,-94.87776,712,314,115,38173,1289829,0,America/Chicago
6047,Audubon,Audubon County,IA,Iowa,50025,City,41.71804,-94.93249,712,2017,976,40167,4872820,0,America/Chicago
6048,Aurelia,Cherokee County,IA,Iowa,51005,City,42.71276,-95.43667,712,992,460,48214,2627290,0,America/Chicago
6049,Aurora,Buchanan County,IA,Iowa,50607,City,42.61887,-91.7285,319,171,86,49167,1484633,0,America/Chicago
6050,Avoca,Pottawattamie County,IA,Iowa,51521,City,41.47666,-95.33805,712,1504,597,48792,6169979,0,America/Chicago
6051,Ayrshire,Palo Alto County,IA,Iowa,50515,City,43.03913,-94.83276,712,140,74,26750,536291,0,America/Chicago
6052,Badger,Webster County,IA,Iowa,50516,City,42.61441,-94.14607,515,550,193,58125,2827948,0,America/Chicago
6053,Bagley,Guthrie County,IA,Iowa,50026,City,41.8461,-94.42997,641,296,158,36563,800795,0,America/Chicago
6054,Baldwin,Jackson County,IA,Iowa,52207,City,42.07418,-90.84153,563,106,53,36250,940150,0,America/Chicago
6055,Balltown,Dubuque County,IA,Iowa,52073,City,42.63805,-90.86874,563,65,31,63750,188747,0,America/Chicago
6056,Bancroft,Kossuth County,IA,Iowa,50517,City,43.29274,-94.21802,515,710,305,40804,1425870,0,America/Chicago
6057,Bankston,Dubuque County,IA,Iowa,52045,City,42.51861,-90.96124,563,25,22,113438,707503,0,America/Chicago
6058,Barnes City,Poweshiek County/Mahaska County,IA,Iowa,50027 50171,City,41.50706,-92.46962,641,174,96,25000,1534381,0,America/Chicago
6059,Barnum,Webster County,IA,Iowa,50518,City,42.50858,-94.36525,515,190,75,56563,950811,0,America/Chicago
6060,Bartlett,Fremont County,IA,Iowa,51654,CDP,40.885,-95.795,712,11,5,43224,1036615,0,America/Chicago
6061,Bassett,Chickasaw County,IA,Iowa,50645,City,43.06303,-92.51546,641,65,38,39643,954641,0,America/Chicago
6062,Batavia,Jefferson County,IA,Iowa,52533,City,40.99418,-92.1674,641,516,249,41771,1541246,0,America/Chicago
6063,Battle Creek,Ida County,IA,Iowa,51006,City,42.31554,-95.59861,712,695,319,40893,1291173,0,America/Chicago
6064,Baxter,Jasper County,IA,Iowa,50028,City,41.8261,-93.15159,641,1103,370,50909,1692688,0,America/Chicago
6065,Bayard,Guthrie County,IA,Iowa,50029,City,41.85193,-94.55831,712,456,189,47798,1186283,0,America/Chicago
6066,Beacon,Mahaska County,IA,Iowa,52534 52577,City,41.27695,-92.67964,641,480,195,31563,2589812,0,America/Chicago
6067,Beaconsfield,Ringgold County,IA,Iowa,50074,City,40.80777,-94.05051,641,15,15,14375,1859429,1540,America/Chicago
6068,Beaman,Grundy County,IA,Iowa,50609,City,42.21971,-92.82353,641,192,77,49583,483330,20429,America/Chicago
6069,Beaver,Boone County,IA,Iowa,50031 50212,City,42.03831,-94.14218,515,48,26,45000,645119,0,America/Chicago
6070,Beaverdale,Des Moines County,IA,Iowa,52601 52655,CDP,40.8467,-91.20848,319,1231,369,63036,6309645,47414,America/Chicago
6071,Bedford,Taylor County,IA,Iowa,50833,City,40.66693,-94.72136,712,1415,646,37300,4150832,19724,America/Chicago
6072,Belle Plaine,Benton County,IA,Iowa,52208,City,41.89694,-92.27824,319,2475,1059,35398,8338645,30096,America/Chicago
6073,Bellevue,Jackson County,IA,Iowa,52031,City,42.25863,-90.42291,563,2176,995,43170,3541197,179755,America/Chicago
6074,Belmond,Wright County,IA,Iowa,50421,City,42.84608,-93.6141,641,2314,1104,39318,7377626,0,America/Chicago
6075,Bennett,Cedar County,IA,Iowa,52721,City,41.7403,-90.97376,563,394,159,48438,505747,0,America/Chicago
6076,Bentley,Pottawattamie County,IA,Iowa,51559 51576,CDP,41.37694,-95.62028,712,111,49,104625,2658783,0,America/Chicago
6077,Benton,Ringgold County,IA,Iowa,50835,City,40.70332,-94.35829,641,43,20,41500,1740956,5631,America/Chicago
6078,Berkley,Boone County,IA,Iowa,50220,City,41.94498,-94.11468,515,32,10,38750,536300,0,America/Chicago
6079,Bernard,Dubuque County,IA,Iowa,52032,City,42.31223,-90.8318,563,109,56,44375,237207,0,America/Chicago
6080,Bertram,Linn County,IA,Iowa,52403,City,41.94973,-91.53545,319,300,116,91250,4345642,0,America/Chicago
6081,Bettendorf,Scott County,IA,Iowa,52722 52753 52767 52807,City,41.52448,-90.51569,563,35505,13623,74529,55157833,2962708,America/Chicago
6082,Bevington,Madison County/Warren County,IA,Iowa,50033 50229 50240,City,41.35995,-93.78424,515,62,11,70625,1167330,19620,America/Chicago
6083,Birmingham,Van Buren County,IA,Iowa,52535,City,40.87891,-91.94712,319,433,218,39750,2733974,5255,America/Chicago
6084,Blairsburg,Hamilton County,IA,Iowa,50034,City,42.47998,-93.64299,515,212,56,45000,1671694,0,America/Chicago
6085,Blairstown,Benton County,IA,Iowa,52209,City,41.90944,-92.08435,319,670,298,47000,1338826,0,America/Chicago
6086,Blakesburg,Wapello County,IA,Iowa,52536,City,40.96223,-92.63408,641,286,130,37083,695902,0,America/Chicago
6087,Blanchard,Page County,IA,Iowa,51630,City,40.57916,-95.22165,712,37,16,58125,590412,0,America/Chicago
6088,Blencoe,Monona County,IA,Iowa,51523,City,41.93027,-96.08085,712,217,107,38875,1961393,0,America/Chicago
6089,Blockton,Taylor County,IA,Iowa,50836,City,40.61555,-94.47718,641,191,89,38125,1672438,11144,America/Chicago
6090,Bloomfield,Davis County,IA,Iowa,52537,City,40.75169,-92.41491,641,2617,1073,40865,5852253,70306,America/Chicago
6091,Blue Grass,Scott County/Muscatine County,IA,Iowa,52726,City,41.50958,-90.76488,563,1676,610,65313,7564286,0,America/Chicago
6092,Bode,Humboldt County,IA,Iowa,50519,City,42.8683,-94.28969,515,293,143,34250,1055049,0,America/Chicago
6093,Bolan,Worth County,IA,Iowa,50448,CDP,43.37191,-93.11937,641,35,14,41702,7489423,0,America/Chicago
6094,Bonaparte,Van Buren County,IA,Iowa,52620,City,40.69809,-91.80322,319,419,168,36071,945922,0,America/Chicago
6095,Bondurant,Polk County,IA,Iowa,50009 50035,City,41.70054,-93.46216,515,4996,1347,63862,22138396,56530,America/Chicago
6096,Boone,Boone County,IA,Iowa,50036 50037,City,42.0597,-93.88023,515,12692,5245,45012,23545063,9923,America/Chicago
6097,Bouton,Dallas County,IA,Iowa,50039,City,41.85137,-94.00912,515,134,65,40938,279710,0,America/Chicago
6098,Boxholm,Boone County,IA,Iowa,50040 50217 50223,City,42.17581,-94.10607,515,197,107,32788,2640072,0,America/Chicago
6099,Boyden,Sioux County,IA,Iowa,51234,City,43.19109,-96.00585,712,708,269,55938,1942029,0,America/Chicago
6100,Braddyville,Page County,IA,Iowa,51631,City,40.57888,-95.02998,712,155,70,52813,1374709,0,America/Chicago
6101,Bradford,Franklin County,IA,Iowa,50041 50126,CDP,42.63303,-93.24492,641,65,37,43281,1507973,0,America/Chicago
6102,Bradgate,Humboldt County,IA,Iowa,50520,City,42.80303,-94.41803,515,84,53,56875,900589,5128,America/Chicago
6103,Brandon,Buchanan County,IA,Iowa,52210,City,42.31444,-92.00212,319,307,152,41000,816849,0,America/Chicago
6104,Brayton,Audubon County,IA,Iowa,50042,City,41.54443,-94.92415,712,119,66,48750,1596973,0,America/Chicago
6105,Breda,Carroll County,IA,Iowa,51436,City,42.18165,-94.97693,712,475,197,55694,1919722,0,America/Chicago
6106,Bridgewater,Adair County,IA,Iowa,50837,City,41.24499,-94.66886,641,172,75,48393,748447,0,America/Chicago
6107,Brighton,Washington County,IA,Iowa,52540,City,41.17474,-91.81961,319,659,243,44688,2022504,0,America/Chicago
6108,Bristow,Butler County,IA,Iowa,50611,City,42.77386,-92.90742,641,160,64,33750,2422426,0,America/Chicago
6109,Britt,Hancock County,IA,Iowa,50423,City,43.09774,-93.80189,641,1973,875,43173,3274114,0,America/Chicago
6110,Bronson,Woodbury County,IA,Iowa,51007,City,42.41083,-96.21391,712,323,133,70781,791753,0,America/Chicago
6111,Brooklyn,Poweshiek County,IA,Iowa,52211,City,41.73361,-92.44546,641,1420,541,43550,3252233,0,America/Chicago
6112,Brunsville,Plymouth County,IA,Iowa,51008,City,42.80971,-96.26919,712,148,49,53750,611429,0,America/Chicago
6113,Buckeye,Hardin County,IA,Iowa,50006 50043,City,42.4172,-93.37493,515,108,30,50000,2580056,0,America/Chicago
6114,Buck Grove,Crawford County,IA,Iowa,51528,City,41.91804,-95.39611,712,43,14,56250,940958,0,America/Chicago
6115,Buffalo,Scott County,IA,Iowa,52726 52728 52802 52804,City,41.45642,-90.72347,563,1299,479,42750,17533335,97950,America/Chicago
6116,Buffalo Center,Winnebago County,IA,Iowa,50424,City,43.38579,-93.94662,641,895,397,40139,2781319,0,America/Chicago
6117,Burchinal,Cerro Gordo County,IA,Iowa,50469,CDP,43.06524,-93.27826,641,62,19,46042,199660,0,America/Chicago
6118,Burlington,Des Moines County,IA,Iowa,52601 52655,City,40.80754,-91.11292,319,25410,10882,37223,37515939,1977659,America/Chicago
6119,Burr Oak,Winneshiek County,IA,Iowa,52101,CDP,43.45886,-91.86543,563,204,102,36667,1786228,0,America/Chicago
6120,Burt,Kossuth County,IA,Iowa,50522,City,43.19746,-94.21969,515,511,194,31563,1127107,0,America/Chicago
6121,Bussey,Marion County,IA,Iowa,50044,City,41.20445,-92.8827,641,410,180,37500,861875,0,America/Chicago
6122,Calamus,Clinton County,IA,Iowa,52729,City,41.82586,-90.7582,563,414,165,55625,1250436,0,America/Chicago
6123,California Junction,Harrison County,IA,Iowa,51555,CDP,41.5586,-95.99473,712,94,56,24914,1192780,0,America/Chicago
6124,Callender,Webster County,IA,Iowa,50523,City,42.36192,-94.2958,515,365,173,47344,1356287,0,America/Chicago
6125,Calmar,Winneshiek County,IA,Iowa,52132,City,43.18358,-91.86405,563,960,460,48182,2781942,0,America/Chicago
6126,Calumet,O'Brien County,IA,Iowa,51009,City,42.94637,-95.55001,712,169,116,53750,688550,0,America/Chicago
6127,Camanche,Clinton County,IA,Iowa,52730,City,41.78809,-90.25624,563,4341,1939,53805,22485003,1948087,America/Chicago
6128,Cambridge,Story County,IA,Iowa,50046,City,41.89832,-93.5291,515,821,329,53897,3431867,2656,America/Chicago
6129,Cantril,Van Buren County,IA,Iowa,52542,City,40.6442,-92.0699,319,220,84,43333,1317402,0,America/Chicago
6130,Carbon,Adams County,IA,Iowa,50839,City,41.04999,-94.82331,641,32,12,30500,1828417,0,America/Chicago
6131,Carlisle,Warren County/Polk County,IA,Iowa,50047,City,41.518,-93.48515,515,4168,1498,58431,14437445,10044,America/Chicago
6132,Carpenter,Mitchell County,IA,Iowa,50472,City,43.41496,-93.01492,641,108,51,36875,415144,0,America/Chicago
6133,Carroll,Carroll County,IA,Iowa,51401,City,42.06582,-94.86693,712,9968,4319,44972,14748577,0,America/Chicago
6134,Carson,Pottawattamie County,IA,Iowa,51525,City,41.23666,-95.41806,712,816,317,55391,1836044,0,America/Chicago
6135,Carter Lake,Pottawattamie County,IA,Iowa,51510,City,41.29055,-95.91807,712,3791,1446,46923,4841210,387357,America/Chicago
6136,Cascade,Dubuque County/Jones County,IA,Iowa,52033,City,42.30192,-91.00458,563,2271,862,54286,4919104,0,America/Chicago
6137,Casey,Adair County/Guthrie County,IA,Iowa,50048,City,41.50746,-94.52127,641,402,181,46188,1914130,0,America/Chicago
6138,Castalia,Winneshiek County,IA,Iowa,52133,City,43.11192,-91.67626,563,168,88,47083,1506415,0,America/Chicago
6139,Castana,Monona County,IA,Iowa,51010,City,42.07443,-95.90862,712,137,55,27708,2398574,0,America/Chicago
6140,Cedar Falls,Black Hawk County,IA,Iowa,50613 50614,City,42.52776,-92.44547,319,41255,14290,52678,74458534,2213961,America/Chicago
6141,Cedar Rapids,Linn County,IA,Iowa,52227 52228 52233 52302 52324 52338 52401 52402 52403 52404 52405 52406 52407 52408 52409 52410 52411 52497 52498 52499,City,42.00833,-91.64407,319,130405,53125,54465,183346585,3295742,America/Chicago
6142,Center Junction,Jones County,IA,Iowa,52212,City,42.11612,-91.08709,563,111,49,56125,1440462,0,America/Chicago
6143,Center Point,Linn County,IA,Iowa,52213,City,42.19083,-91.78518,319,2521,944,69960,6724830,0,America/Chicago
6144,Centerville,Appanoose County,IA,Iowa,52544,City,40.73418,-92.87409,641,5372,2420,34524,12627894,76988,America/Chicago
6145,Central City,Linn County,IA,Iowa,52214,City,42.20388,-91.52406,319,1269,530,48125,2448506,54926,America/Chicago
6146,Centralia,Dubuque County,IA,Iowa,52068,City,42.47222,-90.83707,563,130,47,61875,1460487,0,America/Chicago
6147,Chapin,Franklin County,IA,Iowa,50475,CDP,42.83358,-93.22215,641,161,49,66875,180643,0,America/Chicago
6148,Chariton,Lucas County,IA,Iowa,50049,City,41.01389,-93.3066,641,4214,1881,30827,9884680,0,America/Chicago
6149,Charles City,Floyd County,IA,Iowa,50616,City,43.06636,-92.67241,641,7455,3512,37275,16099645,224740,America/Chicago
6150,Charlotte,Clinton County,IA,Iowa,52731,City,41.9603,-90.46513,563,370,141,45469,1489594,0,America/Chicago
6151,Charter Oak,Crawford County,IA,Iowa,51439,City,42.06832,-95.59167,712,492,233,44063,1250356,2725,America/Chicago
6152,Chatsworth,Sioux County,IA,Iowa,51011,City,42.9161,-96.51642,712,80,26,48750,1275287,0,America/Chicago
6153,Chelsea,Tama County,IA,Iowa,52215,City,41.91916,-92.39463,641,261,85,41250,2614881,0,America/Chicago
6154,Cherokee,Cherokee County,IA,Iowa,51012,City,42.74943,-95.55167,712,5030,2442,44014,16941613,62863,America/Chicago
6155,Chester,Howard County,IA,Iowa,52134,City,43.49108,-92.36045,563,125,103,39821,3465013,0,America/Chicago
6156,Chillicothe,Wapello County,IA,Iowa,52548,City,41.08557,-92.52936,641,96,47,41250,588294,34434,America/Chicago
6157,Churdan,Greene County,IA,Iowa,50050,City,42.15193,-94.47442,515,369,149,40156,5473336,7680,America/Chicago
6158,Cincinnati,Appanoose County,IA,Iowa,52549,City,40.63085,-92.92465,641,345,136,31875,4518930,0,America/Chicago
6159,Clare,Webster County,IA,Iowa,50524,City,42.58719,-94.34552,515,142,85,51719,1311977,0,America/Chicago
6160,Clarence,Cedar County,IA,Iowa,52216,City,41.88891,-91.05654,563,970,427,42574,1750511,0,America/Chicago
6161,Clarinda,Page County,IA,Iowa,51632,City,40.74194,-95.03831,712,5418,2007,43519,13433110,85563,America/Chicago
6162,Clarion,Wright County,IA,Iowa,50525 50526,City,42.73164,-93.73299,515,2767,1107,36875,8436347,0,America/Chicago
6163,Clarksville,Butler County,IA,Iowa,50619,City,42.7847,-92.66769,319,1409,556,43833,3454512,99645,America/Chicago
6164,Clayton,Clayton County,IA,Iowa,52049,City,42.90388,-91.14735,563,42,23,46250,1280261,0,America/Chicago
6165,Clearfield,Ringgold County/Taylor County,IA,Iowa,50840,City,40.80065,-94.48307,641,347,167,33750,3253723,2993,America/Chicago
6166,Clear Lake,Cerro Gordo County,IA,Iowa,50428,City,43.13802,-93.37937,641,7590,3400,47147,27962840,6834997,America/Chicago
6167,Cleghorn,Cherokee County,IA,Iowa,51014,City,42.81221,-95.71279,712,227,91,41964,582566,0,America/Chicago
6168,Clemons,Marshall County,IA,Iowa,50051,City,42.11388,-93.15604,641,150,50,55833,699184,0,America/Chicago
6169,Clermont,Fayette County,IA,Iowa,52135,City,43.00359,-91.65237,563,609,265,42708,3181839,0,America/Chicago
6170,Climbing Hill,Woodbury County,IA,Iowa,51015 51026,CDP,42.34166,-96.0778,712,172,51,87656,3316651,0,America/Chicago
6171,Clinton,Clinton County,IA,Iowa,52730 52732 52733 52736,City,41.84447,-90.18874,563,26064,11239,41848,91046168,7399337,America/Chicago
6172,Clio,Wayne County,IA,Iowa,50052,City,40.63501,-93.45133,641,80,44,38750,1946162,0,America/Chicago
6173,Clive,Dallas County/Polk County,IA,Iowa,50323 50325,City,41.61324,-93.79787,515,17419,6132,91696,19511378,283291,America/Chicago
6174,Clutier,Tama County,IA,Iowa,52217,City,42.07944,-92.40213,319,209,115,37188,1965033,0,America/Chicago
6175,Coalville,Webster County,IA,Iowa,50501,CDP,42.44525,-94.12579,515,646,288,42045,5653709,191760,America/Chicago
6176,Coburg,Montgomery County,IA,Iowa,51566,City,40.91749,-95.26443,712,40,14,32500,752776,0,America/Chicago
6177,Coggon,Linn County,IA,Iowa,52218,City,42.28082,-91.53044,319,659,287,49583,1617494,51827,America/Chicago
6178,Coin,Page County,IA,Iowa,51636,City,40.65444,-95.23026,712,184,89,31875,2073295,0,America/Chicago
6179,Colesburg,Delaware County,IA,Iowa,52035,City,42.63944,-91.20208,563,397,150,50500,751208,0,America/Chicago
6180,Colfax,Jasper County,IA,Iowa,50054,City,41.67777,-93.24521,515,2051,736,45313,4647248,36252,America/Chicago
6181,College Springs,Page County,IA,Iowa,51630 51637,City,40.61916,-95.12081,712,208,85,31806,2836546,0,America/Chicago
6182,Collins,Story County,IA,Iowa,50055,City,41.90277,-93.30632,641,483,155,45938,1267159,12911,America/Chicago
6183,Colo,Story County,IA,Iowa,50056,City,42.01777,-93.31521,641,861,332,46429,2750912,0,America/Chicago
6184,Columbus City,Louisa County,IA,Iowa,52737,City,41.25864,-91.37432,319,371,160,56042,618557,0,America/Chicago
6185,Columbus Junction,Louisa County,IA,Iowa,52738,City,41.28003,-91.36071,319,1860,711,43750,5666846,0,America/Chicago
6186,Colwell,Floyd County,IA,Iowa,50616 50620,City,43.15581,-92.59407,641,72,28,40000,475799,0,America/Chicago
6187,Conesville,Muscatine County,IA,Iowa,52739,City,41.38197,-91.34988,319,418,128,45556,928633,0,America/Chicago
6188,Conrad,Grundy County,IA,Iowa,50621,City,42.22471,-92.87465,641,1100,451,47969,3174905,0,America/Chicago
6189,Conroy,Iowa County,IA,Iowa,52220 52301 52361,CDP,41.72917,-91.99768,319,335,156,59444,1974497,0,America/Chicago
6190,Conway,Taylor County,IA,Iowa,50833,City,40.7486,-94.61886,641,41,8,45000,572430,2050,America/Chicago
6191,Coon Rapids,Carroll County/Guthrie County,IA,Iowa,50058,City,41.87477,-94.67845,712,1269,587,43309,4618598,0,America/Chicago
6192,Coppock,Jefferson County/Henry County/Washington County,IA,Iowa,52654,City,41.16424,-91.71482,319,47,28,32500,608084,26463,America/Chicago
6193,Coralville,Johnson County,IA,Iowa,52240 52241 52246 52317 52319,City,41.6764,-91.58045,319,20608,7710,59822,32574334,103310,America/Chicago
6194,Corley,Shelby County,IA,Iowa,51537,CDP,41.5786,-95.33028,712,28,28,19000,154735,0,America/Chicago
6195,Corning,Adams County,IA,Iowa,50841,City,40.98999,-94.74081,641,1537,753,41637,4116704,9352,America/Chicago
6196,Correctionville,Woodbury County,IA,Iowa,51016,City,42.47499,-95.78557,712,811,343,38466,1474143,0,America/Chicago
6197,Corwith,Hancock County,IA,Iowa,50430,City,42.99274,-93.95745,515,269,121,32404,3826274,0,America/Chicago
6198,Corydon,Wayne County,IA,Iowa,50060,City,40.75695,-93.31882,641,1589,644,39833,3607608,0,America/Chicago
6199,Cotter,Louisa County,IA,Iowa,52738,City,41.29197,-91.46155,319,47,30,63750,635742,0,America/Chicago
6200,Coulter,Franklin County,IA,Iowa,50431 50441 50452,City,42.7372,-93.36993,641,271,152,45000,6347773,0,America/Chicago
6201,Council Bluffs,Pottawattamie County,IA,Iowa,51501 51502 51503,City,41.26194,-95.86083,712,62597,24769,45204,110998561,6849464,America/Chicago
6202,Craig,Plymouth County,IA,Iowa,51031,City,42.89582,-96.30975,712,87,17,56250,234967,0,America/Chicago
6203,Crawfordsville,Washington County,IA,Iowa,52621,City,41.21456,-91.53731,319,269,118,40000,950326,0,America/Chicago
6204,Crescent,Pottawattamie County,IA,Iowa,51526,City,41.365,-95.85807,712,630,203,80089,2824413,9261,America/Chicago
6205,Cresco,Howard County,IA,Iowa,52136,City,43.38136,-92.11405,563,3833,1610,45656,8671344,0,America/Chicago
6206,Creston,Union County,IA,Iowa,50801,City,41.0586,-94.36135,641,7854,3322,40551,13435954,163699,America/Chicago
6207,Cromwell,Union County,IA,Iowa,50842,City,41.03943,-94.46191,641,106,38,51250,751181,0,America/Chicago
6208,Crystal Lake,Hancock County,IA,Iowa,50432,City,43.22329,-93.79244,641,245,102,34545,660041,0,America/Chicago
6209,Cumberland,Cass County,IA,Iowa,50843,City,41.27416,-94.87026,712,253,131,32708,1555633,0,America/Chicago
6210,Cumming,Warren County,IA,Iowa,50061 50211,City,41.48332,-93.76244,515,397,138,96250,6617921,26333,America/Chicago
6211,Curlew,Palo Alto County,IA,Iowa,50527,City,42.97886,-94.74109,712,57,39,27250,1961909,0,America/Chicago
6212,Cushing,Woodbury County,IA,Iowa,51018,City,42.46471,-95.67501,712,223,91,34688,833637,0,America/Chicago
6213,Cylinder,Palo Alto County,IA,Iowa,50528,City,43.08886,-94.55303,712,86,27,54250,205861,0,America/Chicago
6214,Dakota City,Humboldt County,IA,Iowa,50529 50548,City,42.72219,-94.19718,515,813,326,49000,1909982,97731,America/Chicago
6215,Dallas Center,Dallas County,IA,Iowa,50063,City,41.68443,-93.96106,515,1792,621,67768,13697379,0,America/Chicago
6216,Dana,Greene County,IA,Iowa,50064,City,42.10748,-94.2408,515,69,28,30000,729022,0,America/Chicago
6217,Danbury,Woodbury County,IA,Iowa,51019,City,42.23416,-95.72223,712,342,166,40000,1048625,0,America/Chicago
6218,Danville,Des Moines County,IA,Iowa,52623,City,40.86448,-91.3146,319,936,369,50781,1954476,0,America/Chicago
